permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2024-162252 BP,2024-12-12,single_family,2099,13602,Residential
2024-160036 BP,2024-12-12,single_family,2446,15850,Residential
2024-162478 BP,2024-12-12,single_family,3679,23840,Residential
2024-159535 BP,2024-12-12,single_family,1960,12701,Residential
2024-160084 BP,2024-12-12,single_family,1782,11547,Residential
2024-159488 BP,2024-12-12,single_family,2546,16498,Residential
2024-159542 BP,2024-12-12,single_family,2397,15533,Residential
2024-159517 BP,2024-12-12,single_family,2371,15364,Residential
2024-160001 BP,2024-12-12,single_family,3165,20509,Residential
2024-153478 BP,2024-12-12,single_family,3903,25291,Residential
2024-161100 BP,2024-12-11,single_family,4029,26108,Residential
2024-162057 BP,2024-12-11,single_family,3038,19686,Residential
2024-162045 BP,2024-12-11,single_family,3024,19596,Residential
2024-162114 BP,2024-12-11,residential_other,32,207,Residential
2024-159370 BP,2024-12-11,single_family,3344,21669,Residential
2024-156181 BP,2024-12-10,residential_other,80,518,Residential
2024-149875 BP,2024-12-10,single_family,1908,12364,Residential
2024-161240 BP,2024-12-10,single_family,1717,11126,Residential
2024-084741 BP,2024-12-10,multifamily,161087,2722485,Commercial
2024-084742 BP,2024-12-10,multifamily,186189,3146727,Commercial
2024-084743 BP,2024-12-10,parking_garage,182210,236873,Commercial
2024-161258 BP,2024-12-10,single_family,1717,11126,Residential
2024-149876 BP,2024-12-10,single_family,1926,12480,Residential
2024-161241 BP,2024-12-10,single_family,1756,11379,Residential
2024-160045 BP,2024-12-10,single_family,2091,13550,Residential
2024-160822 BP,2024-12-10,parking_garage,248050,322465,Commercial
2024-161259 BP,2024-12-10,single_family,1756,11379,Residential
2024-084740 BP,2024-12-10,multifamily,65336,1104225,Commercial
2024-161225 BP,2024-12-10,residential_other,1560,10109,Residential
2024-160363 BP,2024-12-09,single_family,2070,13414,Residential
2024-159579 BP,2024-12-09,single_family,1929,12500,Residential
2024-160364 BP,2024-12-09,single_family,3199,20730,Residential
2024-160054 BP,2024-12-09,single_family,2774,17976,Residential
2024-159221 BP,2024-12-09,residential_other,80,518,Residential
2024-160367 BP,2024-12-09,single_family,3350,21708,Residential
2024-159580 BP,2024-12-09,single_family,1644,10653,Residential
2024-156004 BP,2024-12-09,single_family,977,6331,Residential
2024-158692 BP,2024-12-09,single_family,2993,19395,Residential
2024-160360 BP,2024-12-09,single_family,2552,16537,Residential
2024-159614 BP,2024-12-09,single_family,2148,13919,Residential
2024-018447 BP,2024-12-06,office,39993,626103,Commercial
2024-018448 BP,2024-12-06,office,7335,114832,Commercial
2024-159525 BP,2024-12-06,commercial_other,21421,317451,Commercial
2024-018449 BP,2024-12-06,office,39993,626103,Commercial
2024-159606 BP,2024-12-06,single_family,3100,20088,Residential
2024-018445 BP,2024-12-06,office,39993,626103,Commercial
2024-018446 BP,2024-12-06,office,7335,114832,Commercial
2024-018444 BP,2024-12-06,office,15606,244317,Commercial
2024-142455 BP,2024-12-06,single_family,4267,27650,Residential
2024-158327 BP,2024-12-05,single_family,2943,19071,Residential
2024-157388 BP,2024-12-05,single_family,476,3084,Residential
2024-156857 BP,2024-12-05,single_family,2342,15176,Residential
2024-128508 BP,2024-12-05,single_family,1470,9526,Residential
2023-049998 BP,2024-12-05,adu_accessory,1131,10111,Residential
2024-157498 BP,2024-12-05,single_family,2126,13776,Residential
2024-158645 BP,2024-12-05,single_family,4535,29387,Residential
2024-157858 BP,2024-12-05,single_family,4772,30923,Residential
2024-159010 BP,2024-12-05,single_family,3230,20930,Residential
2024-156481 BP,2024-12-05,single_family,1758,11392,Residential
2024-153129 BP,2024-12-04,single_family,2957,19161,Residential
2024-155822 BP,2024-12-04,multifamily,64360,1087730,Commercial
2024-155825 BP,2024-12-04,commercial_other,268,3972,Commercial
2024-156898 BP,2024-12-04,single_family,3544,22965,Residential
2024-155819 BP,2024-12-04,multifamily,108873,1840031,Commercial
2024-155821 BP,2024-12-04,multifamily,58927,995908,Commercial
2024-155824 BP,2024-12-04,commercial_other,1287,19073,Commercial
2024-155823 BP,2024-12-04,multifamily,55791,942908,Commercial
2024-152425 BP,2024-12-04,single_family,2248,14567,Residential
2024-153128 BP,2024-12-04,single_family,3277,21235,Residential
2024-152424 BP,2024-12-04,single_family,2348,15215,Residential
2024-155820 BP,2024-12-04,multifamily,67418,1139412,Commercial
2024-075881 BP,2024-12-03,warehouse_industrial,76079,703162,Commercial
2024-156704 BP,2024-12-03,single_family,2323,15053,Residential
2024-157100 BP,2024-12-03,single_family,2969,19239,Residential
2024-156037 BP,2024-12-03,single_family,3090,20023,Residential
2024-123492 BP,2024-12-03,single_family,1287,8340,Residential
2024-156604 BP,2024-12-03,single_family,3133,20302,Residential
2024-133764 BP,2024-12-03,residential_other,80,518,Residential
2024-155255 BP,2024-12-03,education,92447,969015,Commercial
2024-156039 BP,2024-12-03,single_family,2882,18675,Residential
2024-156681 BP,2024-12-03,single_family,2628,17029,Residential
2024-156664 BP,2024-12-03,single_family,2049,13278,Residential
2024-155770 BP,2024-12-02,single_family,2760,17885,Residential
2024-139522 BP,2024-12-02,multifamily,2635,44533,Residential
2024-154961 BP,2024-12-02,single_family,4986,32309,Residential
2024-002120 BP,2024-12-02,warehouse_industrial,22751,210277,Commercial
2024-139524 BP,2024-12-02,multifamily,875,14788,Residential
2024-157495 BP,2024-12-02,residential_other,80,518,Residential
2024-156156 BP,2024-12-02,single_family,2802,18157,Residential
2024-098509 BP,2024-12-02,single_family,897,5813,Residential
2024-155186 BP,2024-12-02,commercial_other,8379,124174,Commercial
2024-155855 BP,2024-11-27,residential_other,80,518,Residential
2023-136696 BP,2024-11-27,single_family,2856,18507,Residential
2024-152083 BP,2024-11-27,single_family,1784,11560,Residential
2023-136697 BP,2024-11-27,adu_accessory,1575,14081,Residential
2023-143402 BP,2024-11-26,single_family,4468,28953,Residential
2024-155225 BP,2024-11-26,single_family,4986,32309,Residential
2022-069400 BP,2024-11-26,single_family,3425,22194,Residential
2024-154623 BP,2024-11-26,single_family,2479,16064,Residential
2024-155504 BP,2024-11-26,single_family,2669,17295,Residential
2024-154624 BP,2024-11-26,single_family,2479,16064,Residential
2024-155503 BP,2024-11-26,single_family,2616,16952,Residential
2024-154609 BP,2024-11-26,single_family,2429,15740,Residential
2024-155037 BP,2024-11-26,single_family,2909,18850,Residential
2024-154536 BP,2024-11-26,single_family,3539,22933,Residential
2024-129159 BP,2024-11-26,single_family,2965,19213,Residential
